otu	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4	D1	D2	D3	D4	E1	E2	E3	E4	F1	F2	F3	F4	G1	G2	G3	G4	H1	H2	H3	H4
Otu17953	143	0	30	0	213	1	62	0	37	0	0	0	1	1	0	0	0	0	0	3	31	0	0	0	5	0	0	0	18	0	0	0
Otu22304	52	16	0	141	54	0	0	0	0	4	13	6	3	7	2	3	8	19	14	4	0	7	6	2	0	20	0	74	40	6	24	20
Otu14402	0	13	0	0	1	0	0	0	1	0	3	8	90	40	10	29	5	0	5	0	0	2	29	0	4	29	0	163	26	57	5	22
Otu2961	0	0	0	0	0	0	0	0	0	0	1	393	1	0	3	8	39	40	19	0	0	0	0	0	0	0	29	2	0	4	0	0
Otu11924	0	1	0	0	0	0	0	0	0	25	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	67	0	418	0	0
Otu22322	3	12	0	80	0	0	0	0	10	6	18	4	16	2	16	20	15	3	6	10	0	26	55	42	16	6	16	100	14	16	11	5
Otu2598	15	0	0	0	30	0	0	0	8	27	0	0	69	0	0	0	31	37	0	0	12	0	0	0	146	7	0	0	0	138	0	0
Otu46382	30	4	12	64	0	0	0	0	22	23	179	3	1	0	0	3	9	14	17	17	12	3	12	7	4	1	1	12	14	16	20	1
Otu18023	0	43	0	0	1	0	0	0	11	1	7	8	48	25	74	27	0	0	17	14	23	6	31	20	64	10	7	12	13	26	9	0
Otu10100	0	0	0	368	0	0	0	0	0	5	8	13	4	4	1	0	0	1	5	0	0	6	14	0	0	0	0	27	0	4	18	12
Otu1764	0	0	0	477	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	3	1	2	0	0	0	0	0	0	0
Otu8817	0	3	0	127	0	0	0	0	0	8	20	7	17	12	10	29	21	3	12	9	1	21	51	11	16	3	18	56	12	2	8	7
Otu2976	0	0	0	0	0	0	0	0	7	20	1	8	206	8	19	1	0	0	0	5	0	3	12	186	2	0	0	0	0	0	5	0
Otu11914	0	7	0	0	0	139	0	237	21	0	0	26	0	11	0	0	0	2	4	0	10	0	0	1	21	2	0	0	0	0	0	0
Otu3356	0	17	0	17	0	0	0	0	0	9	8	18	43	26	12	30	2	81	2	12	0	8	66	0	10	14	4	77	2	1	13	1
Otu64362	0	5	0	258	34	0	0	0	8	0	6	7	6	8	0	3	6	1	14	4	46	4	0	7	0	11	0	9	12	13	8	3
Otu4342	0	15	0	0	0	0	0	0	5	13	7	27	30	2	1	22	1	12	0	12	0	1	13	63	7	36	19	44	22	18	67	34
Otu2831	1	0	0	1	1	0	1	0	16	1	1	13	5	7	8	0	2	0	383	1	0	1	1	4	8	2	4	2	1	3	0	2
Otu5070	0	17	0	0	0	0	0	168	0	2	8	112	17	6	10	0	0	0	50	0	0	0	7	5	0	8	0	0	0	0	52	0
Otu32060	0	1	0	0	0	0	0	0	17	11	99	3	31	13	2	1	0	103	7	14	1	0	5	0	4	4	28	24	29	45	12	3
Otu17956	0	4	0	0	65	330	0	0	19	0	0	1	1	2	0	0	4	0	1	1	0	1	0	0	22	0	4	0	0	0	0	0
Otu3367	0	4	0	0	0	12	0	0	0	10	22	18	15	4	16	10	11	27	1	5	0	9	44	51	18	16	1	113	13	6	23	0
Otu4367	46	2	0	0	0	369	0	0	6	0	0	0	0	0	3	0	0	0	0	19	1	0	0	1	0	0	0	0	0	0	0	0
Otu103839	8	22	0	0	0	0	0	0	45	4	0	0	33	17	0	0	34	24	0	0	16	47	0	3	29	24	0	1	93	47	0	0
Otu14376	50	3	86	0	148	0	104	0	0	0	1	4	0	1	0	1	4	1	0	34	2	0	0	0	0	0	4	0	0	0	1	0
Otu3352	2	17	0	0	0	0	0	0	54	10	6	15	25	11	102	2	0	11	0	6	15	1	9	9	61	20	37	16	2	0	3	0
Otu64343	56	13	0	324	0	0	0	0	2	0	2	0	6	7	0	1	13	0	0	0	4	1	0	1	0	0	0	1	0	0	2	0
Otu90368	0	0	0	0	0	0	96	1	0	16	21	20	0	4	30	31	84	15	0	17	0	8	0	5	0	5	0	0	13	24	39	0
Otu27056	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	15	6	2	46	0	18	20	48	0	1	6	6	90	90	61	10
Otu11933	0	1	0	0	0	39	100	0	28	73	139	0	1	0	0	1	5	8	1	2	0	1	0	1	3	3	0	9	3	5	3	0
Otu17968	40	30	0	24	0	0	0	0	10	16	8	23	25	7	26	31	10	0	22	8	16	1	21	0	15	9	10	9	7	16	13	18
Otu2723	0	6	33	0	0	207	0	0	0	0	10	8	11	0	8	5	23	0	6	5	0	0	38	3	13	3	15	7	2	0	0	0
Otu3192	0	81	0	0	0	0	0	0	0	0	50	0	0	0	2	0	0	0	0	0	9	0	0	6	117	91	0	0	44	0	0	0
Otu3747	0	0	0	0	0	0	0	0	40	22	46	2	9	14	4	2	0	36	5	0	18	0	0	0	25	0	69	36	17	40	7	2
Otu50638	0	37	0	0	0	0	0	0	0	0	0	0	9	0	22	10	0	0	0	0	0	0	0	0	183	0	0	0	0	1	80	52
Otu3375	0	31	0	0	0	0	0	0	3	13	10	10	42	34	3	0	65	38	0	1	22	13	0	1	40	21	3	1	35	5	2	0
Otu57965	0	28	0	0	0	0	0	0	0	0	0	30	18	3	7	42	0	0	0	62	0	2	29	2	0	1	111	6	2	6	3	30
Otu27063	0	8	0	0	0	0	0	0	12	13	40	26	13	10	36	7	3	31	20	14	6	1	8	16	9	9	22	5	25	9	19	17
Otu11953	0	0	0	0	0	0	0	0	0	0	208	0	12	0	2	6	0	0	4	1	0	0	18	7	0	4	2	104	1	2	2	0
Otu14433	0	1	0	132	24	1	109	6	0	3	2	14	8	5	0	24	0	12	1	8	0	2	0	2	3	0	0	4	7	1	1	0
Otu22297	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	17	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0
Otu32057	0	1	0	0	0	0	0	0	0	17	11	0	1	1	0	1	18	14	1	40	0	20	7	1	0	3	0	67	18	34	107	6
Otu3003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	11	0	14	0	200	0	0	106	0	0	21
Otu70559	0	0	0	0	0	0	0	0	2	5	29	0	8	4	18	2	0	95	14	1	4	0	0	7	0	60	1	82	9	9	9	0
Otu91902	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	12	0	0	0	0
Otu3359	0	10	0	0	0	0	0	0	0	6	2	0	109	23	16	18	0	3	1	1	13	3	23	1	10	23	22	25	13	6	6	10
Otu4362	0	1	0	0	0	0	0	0	0	0	237	0	5	12	0	3	0	0	0	0	20	0	0	0	0	0	2	0	0	12	52	0
Otu12017	60	0	0	38	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	234	2	0	0	2
Otu4184	0	0	0	5	0	0	0	0	0	0	0	50	1	0	55	35	0	0	9	9	0	1	15	16	0	0	15	80	0	8	37	4
Otu14386	47	0	0	0	0	127	0	0	20	4	2	2	2	3	18	0	11	8	3	2	4	0	0	0	0	4	22	3	5	3	40	8
Otu2952	0	0	0	0	0	0	0	0	0	5	19	0	2	0	0	2	0	90	0	5	0	0	0	11	2	29	0	1	17	26	8	120
Otu54620	0	2	275	0	20	0	21	0	0	1	1	1	0	0	1	0	0	9	2	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu46362	0	23	0	0	0	0	0	0	0	0	0	0	46	0	56	22	0	0	0	74	0	10	0	3	0	0	0	0	0	0	0	101
Otu3360	0	1	0	0	0	0	0	0	15	7	54	4	0	0	1	0	14	35	15	80	8	0	0	2	0	14	5	3	11	40	13	11
Otu32062	16	3	1	1	0	0	0	0	0	0	2	4	51	23	21	39	2	5	3	4	0	27	33	11	11	8	0	31	16	7	11	2
Otu14391	0	1	0	37	0	189	0	0	43	0	0	0	0	0	0	0	0	40	0	0	15	0	0	0	6	0	0	0	0	0	0	0
Otu21049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0
Otu6801	0	63	0	0	0	0	0	0	12	11	10	10	48	11	15	6	0	11	32	1	11	0	16	4	33	0	16	1	4	6	0	4
Otu11925	0	2	0	0	0	28	0	0	4	1	16	0	6	9	16	12	4	45	4	8	0	27	19	13	5	2	14	36	6	16	22	10
Otu5076	0	0	0	0	0	0	84	0	0	14	26	0	0	0	0	0	3	3	5	16	0	0	0	3	0	16	25	71	2	8	33	14
Otu61079	0	10	13	28	4	6	0	0	11	0	4	31	7	1	3	7	1	0	32	3	0	11	36	5	40	1	9	24	19	1	9	7
Otu99889	9	0	1	6	1	0	2	0	15	57	17	4	57	11	41	1	11	1	2	22	1	32	5	2	8	4	2	0	3	2	5	1
Otu54614	80	50	0	0	0	0	0	0	0	10	73	5	0	0	0	3	27	5	1	3	0	4	10	12	0	3	0	11	4	15	5	1
Otu64349	0	0	0	0	0	0	0	0	0	0	0	0	36	1	0	124	0	0	47	6	0	3	4	2	0	0	0	0	0	54	44	0
Otu2817	0	1	0	253	0	0	0	0	0	0	1	0	0	27	0	0	0	8	1	1	0	5	9	2	0	4	0	1	5	0	2	0
Otu113908	0	6	0	2	0	0	23	0	30	43	8	7	42	21	34	5	0	0	7	14	0	23	9	17	0	7	0	8	6	0	3	0
Otu3397	0	0	0	0	0	0	0	0	0	6	0	16	0	2	0	4	0	0	0	3	0	11	0	8	101	0	0	1	9	5	121	24
Otu14415	20	2	0	2	0	0	0	0	0	35	4	18	0	0	0	17	0	3	1	17	2	7	0	0	34	1	5	96	1	20	13	9
Otu50647	11	2	4	8	0	1	2	0	13	10	5	17	23	27	34	3	8	1	6	19	2	12	3	11	12	1	3	18	7	32	9	1
Otu134365	0	0	0	0	0	94	0	0	0	0	16	0	0	0	0	0	0	0	78	32	0	0	0	15	0	0	49	0	0	0	0	21
Otu54615	0	5	0	0	0	0	156	0	0	0	0	47	0	0	0	3	0	0	11	0	0	0	0	0	0	0	80	0	0	0	0	0
Otu185	0	3	0	0	0	0	0	0	5	5	1	0	11	9	6	14	0	4	1	2	7	1	1	4	11	7	41	70	62	3	31	1
Otu7786	0	0	0	0	0	0	0	0	0	5	42	0	1	0	39	0	88	18	16	14	0	0	1	3	0	3	1	22	13	18	13	0
Otu46375	0	0	0	0	0	0	0	0	0	3	30	9	9	0	13	14	1	11	4	24	0	12	30	28	4	4	3	24	30	9	35	0
Otu1111	0	1	0	0	0	0	10	0	0	2	50	15	3	1	0	0	29	15	16	2	7	4	18	5	0	31	3	42	13	2	4	17
Otu50639	1	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	139	13	0	0	0	39	0	0	0	0	0	0
Otu61072	0	1	0	252	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	2	2	16	0	0	0	5	0	0	0	0
Otu64351	2	6	61	20	0	0	0	0	0	0	4	6	3	21	42	28	0	0	3	1	0	0	2	2	2	6	0	51	4	6	10	2
Otu2622	0	3	0	0	0	0	0	0	20	28	11	0	52	0	0	16	56	1	0	0	0	2	0	0	27	11	4	4	14	11	0	21
Otu14426	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	5	0	0	160	0	0	0	0	0	34	0	2	1	0	11	61
Otu57967	88	1	0	0	0	0	0	0	0	13	11	5	4	5	3	1	42	11	4	3	5	0	2	7	1	0	0	7	26	38	1	2
Otu87820	0	2	35	0	1	2	0	223	0	1	3	0	1	0	0	0	0	0	3	1	0	1	1	0	0	0	6	0	0	0	0	0
Otu14410	0	0	0	0	0	0	0	0	2	1	156	2	1	0	0	1	34	13	9	2	9	0	0	0	1	0	4	4	6	13	18	3
Otu18035	0	43	0	0	0	0	0	0	0	2	5	8	2	12	35	15	0	0	37	7	7	1	25	17	0	11	16	18	1	7	2	6
Otu8839	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0	1	1	0	0	0	0	0	0	250	1	7	9	0	0
Otu2547	0	4	0	26	0	0	0	0	9	8	9	15	15	7	49	14	2	2	0	7	0	1	2	16	4	1	15	38	2	3	20	4
Otu2828	0	0	0	0	0	0	0	0	10	6	23	10	20	12	3	2	7	34	11	12	0	7	1	1	12	9	0	38	49	4	2	0
Otu22308	0	0	0	0	0	0	0	0	0	9	16	0	1	4	6	2	21	0	1	25	11	3	10	17	8	10	27	10	22	20	38	12
Otu4419	0	0	0	0	0	0	0	0	0	0	0	11	0	66	0	5	5	0	0	0	0	33	6	44	16	0	0	9	0	6	3	68
Otu6795	33	0	188	43	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu105187	0	0	0	0	0	0	233	0	0	0	0	0	4	2	0	1	0	0	0	0	0	3	4	1	0	0	0	0	6	0	13	0
Otu27051	0	0	0	259	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0
Otu10060	0	3	0	0	0	225	0	0	0	1	5	3	1	0	0	0	6	0	4	2	1	0	0	0	0	2	9	0	1	0	1	0
Otu27068	24	0	0	0	0	0	0	0	6	9	6	2	3	2	5	2	3	0	9	24	0	0	2	0	5	9	37	26	3	1	43	43
Otu2973	0	2	0	17	0	0	0	0	3	9	22	8	16	6	10	9	17	6	6	12	4	1	7	3	7	15	16	35	9	8	12	2
Otu17973	0	0	0	0	0	0	0	0	0	12	40	0	2	0	0	3	0	22	14	16	0	3	0	4	0	14	0	5	17	64	18	26
Otu4349	0	0	0	0	0	0	0	0	0	0	0	11	0	5	0	0	0	0	0	13	0	0	10	0	0	21	0	101	96	0	0	0
Otu5876	0	0	0	214	0	0	0	0	4	1	2	2	3	0	9	1	5	3	0	0	0	0	0	7	0	1	0	1	1	3	0	0
Otu10083	6	2	29	0	0	0	0	1	0	0	2	0	3	13	14	57	5	0	4	58	11	2	1	1	4	1	0	35	3	0	4	1
Otu32075	0	0	0	0	0	0	0	0	0	1	1	0	0	4	5	1	0	8	7	8	0	5	0	1	3	0	6	144	10	5	44	2
Otu11913	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	1	0	1	0	0	51	0	0	1	0	191	0	0
Otu8828	0	0	0	0	0	0	0	0	11	0	0	165	0	47	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
Otu17960	0	0	0	240	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0
Otu18019	0	5	0	0	0	0	0	0	0	1	12	6	9	1	6	25	19	0	13	13	0	0	10	3	6	9	31	29	7	6	20	16
Otu18068	0	0	0	178	0	0	0	0	0	0	0	34	0	5	0	0	0	0	0	1	0	0	17	0	0	0	1	1	0	1	0	8
Otu17961	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu7797	0	16	0	0	9	0	0	0	10	1	12	12	7	1	10	14	16	35	1	21	0	1	3	4	8	10	4	11	12	3	16	2
Otu3368	0	5	0	0	0	0	0	0	16	8	21	0	8	2	4	2	34	1	0	1	0	4	3	4	24	10	23	9	9	44	4	2
Otu7800	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	18	0	1	216	0
Otu14372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	175	0	0
Otu14456	1	0	0	0	0	0	0	0	0	11	2	0	50	3	0	0	0	0	0	17	0	0	0	0	91	0	0	22	1	32	8	0
Otu8848	0	2	0	19	0	0	0	0	0	11	0	3	0	0	10	0	29	0	2	0	3	8	19	0	6	4	24	62	8	0	14	12
Otu67539	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	6	0	0	0	0	0	0	0	35	185	6	0	0
Otu2964	0	4	0	0	0	0	0	0	5	20	2	13	6	3	4	5	14	13	4	8	0	0	14	0	10	16	0	52	14	8	18	2
Otu17981	0	1	0	0	0	0	0	0	0	0	0	0	20	9	0	0	0	0	203	1	0	0	0	0	0	0	0	0	1	0	0	0
Otu11934	1	2	0	0	0	0	0	0	0	6	20	2	0	4	0	0	0	0	0	7	0	0	3	1	3	0	0	107	21	40	0	17
Otu3134	0	36	0	0	0	0	0	0	0	0	0	0	16	5	23	9	0	0	0	1	4	3	21	81	0	8	0	12	1	3	9	1
Otu41942	0	1	0	23	0	0	0	0	26	19	5	6	20	25	24	2	4	0	1	8	0	23	0	6	5	2	5	9	11	3	4	0
Otu61092	0	1	0	58	5	0	0	0	35	19	1	2	30	5	1	0	4	45	1	15	0	0	0	1	0	0	0	0	0	0	8	0
Otu971	0	8	0	0	0	0	0	0	4	10	6	3	31	2	22	6	3	20	4	0	0	15	8	37	2	0	9	8	2	8	18	4
Otu22356	50	4	0	12	0	0	0	0	0	6	25	18	6	4	8	12	7	0	2	2	0	0	11	1	4	6	17	20	0	1	4	5
Otu10970	0	0	0	2	0	0	1	0	1	10	168	1	5	1	5	2	0	3	1	2	0	0	0	2	12	0	2	1	0	1	1	0
Otu11949	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	1	0	0	2	1	4	34	7	2	1	157	1	0
Otu43	0	0	0	0	0	0	0	0	0	0	14	2	38	3	4	14	35	4	3	10	0	2	20	0	0	1	0	46	5	6	13	0
Otu28201	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	3	0	5	2	0	0	0	0	163	0	5	35	0
Otu46364	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	12	0	0	0	0	0	1	18	16	0	108	16	37	5	0
Otu70561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	0	0	0	3	6	2	0	0	55	0	54	19	55	0
Otu17970	54	75	0	0	0	0	0	0	0	0	2	5	8	7	12	7	4	2	0	3	0	1	3	7	0	0	0	2	1	3	15	4
Otu22340	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	182	0	29	0	0	0	0	0	0	0
Otu4373	0	8	0	119	0	0	0	0	0	3	3	2	3	2	0	2	0	11	4	7	0	1	5	1	0	10	0	18	4	2	8	0
Otu41948	0	4	0	69	0	0	1	0	17	5	10	18	14	8	7	1	4	1	1	10	0	4	6	7	12	0	0	1	3	5	4	0
Otu78617	0	0	0	0	0	0	0	0	0	0	29	49	0	0	4	0	0	0	0	53	0	0	0	0	0	0	74	0	0	0	0	0
Otu46396	0	5	0	0	1	0	0	0	3	35	1	1	2	9	47	6	0	1	2	7	0	1	0	0	56	1	0	0	28	2	0	0
Otu7788	0	24	0	0	0	0	0	0	30	0	9	0	123	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	3	0	0	0
Otu27055	31	0	0	0	115	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	26	0	1	25	0
Otu18	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	19	0	0	0	0	0	0	0	0	0	0	0	169	0	0	2	0
Otu3135	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	21	163	0	19	0	0	0
Otu22310	0	0	0	0	26	85	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	4	0	0	53	0	0	0	13	9	0	1
Otu5901	0	16	0	0	0	0	0	0	6	3	3	8	14	9	15	16	4	2	14	8	4	4	8	10	4	3	4	24	7	4	8	4
Otu27057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	196	0	0	0	0
Otu83074	0	0	0	0	0	0	0	0	0	0	0	0	0	20	8	27	16	0	0	0	0	0	0	0	0	0	0	0	0	6	123	0
Otu14367	0	4	0	0	0	74	44	0	10	0	3	2	0	1	5	0	3	0	2	11	20	1	0	1	5	4	1	0	0	0	2	5
Otu3412	16	1	0	0	0	158	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	2	1
Otu3744	24	1	36	0	0	71	0	0	6	0	3	2	0	0	10	2	2	9	1	7	0	0	0	4	7	0	0	1	1	2	4	4
Otu6790	0	0	0	0	0	0	0	0	1	0	0	0	154	0	6	0	33	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu133654	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	5	23	2	1	9	0	0	133	3	16	0
Otu2491	0	13	0	0	0	0	0	0	7	3	12	13	35	7	18	5	2	2	1	5	0	0	1	17	1	1	5	36	0	0	8	4
Otu103838	187	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu12016	12	0	0	14	1	1	1	0	24	29	14	5	21	14	6	4	0	0	4	5	0	1	2	9	3	5	12	0	5	1	0	1
Otu3773	0	0	0	0	0	0	0	0	40	1	4	6	1	1	0	1	1	1	1	13	0	1	5	4	19	62	5	0	11	5	1	6
Otu14442	0	10	0	21	0	0	0	0	2	0	4	2	3	17	43	2	0	1	11	0	0	2	8	1	33	0	0	5	7	2	7	8
Otu14529	1	0	0	14	1	0	0	0	89	7	2	2	18	3	2	0	2	1	2	1	0	0	8	2	3	18	3	0	3	2	3	2
Otu4350	0	1	0	51	0	89	0	0	3	0	3	0	2	2	0	0	0	0	0	4	9	0	0	0	3	5	0	1	7	0	4	0
Otu5073	0	0	0	0	0	0	0	0	4	8	9	1	6	0	3	1	7	8	11	5	9	0	0	0	6	58	2	9	1	5	15	13
Otu14611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	179	0
Otu26938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0
Otu9760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	43	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu7790	0	7	0	0	30	0	0	0	0	4	14	7	4	2	0	4	29	10	3	3	6	0	0	1	14	3	5	15	4	2	6	3
Otu45833	57	0	0	0	0	0	66	0	0	38	0	0	0	4	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu85034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	164	0	0	0	0	0	0	0	0	0
Otu46363	0	0	0	147	0	0	0	0	0	0	1	2	1	0	0	1	10	0	0	4	0	0	0	0	3	0	0	2	1	1	0	0
Otu37202	0	0	0	1	0	0	0	0	0	0	3	2	9	4	0	0	134	0	0	1	0	1	2	10	1	0	0	0	1	2	0	0
Otu2393	0	0	0	0	0	0	0	0	0	0	23	0	4	3	5	8	0	32	2	2	0	5	13	0	1	7	6	9	9	38	3	0
Otu50654	1	6	0	1	1	0	0	0	22	8	10	3	20	14	20	2	2	4	7	7	0	1	1	9	0	1	9	7	2	1	9	1
Otu8939	0	1	0	0	0	0	0	0	2	0	5	0	1	1	0	0	9	0	3	0	0	0	143	0	1	0	0	0	0	0	0	0
Otu22351	0	0	0	130	0	0	0	0	0	0	8	0	2	0	1	4	0	0	0	0	0	0	1	7	3	0	4	0	3	3	0	0
Otu10062	0	5	0	17	0	0	0	0	5	8	17	6	5	0	0	1	8	9	20	19	0	0	0	2	6	3	0	8	6	5	4	11
Otu53056	0	2	0	0	0	0	0	0	14	15	14	8	17	12	15	2	0	0	2	14	0	9	1	10	7	12	0	2	2	2	4	1
Otu57969	0	0	0	0	0	0	0	0	0	0	7	5	5	3	32	28	21	3	0	12	0	2	0	16	0	5	4	18	0	4	0	0
Otu11930	0	25	0	0	6	0	19	0	0	19	0	0	1	12	1	6	3	0	0	0	0	2	0	3	0	4	0	0	1	61	1	0
Otu17964	1	2	0	0	1	0	0	0	1	3	22	0	3	0	2	3	4	8	3	30	0	4	13	5	1	4	12	8	7	13	9	4
Otu5885	0	0	0	0	0	0	0	0	0	0	9	0	26	0	0	15	0	56	0	0	0	0	0	1	0	6	49	0	0	0	0	0
Otu70562	0	2	0	0	43	0	0	0	74	0	0	0	0	0	0	0	0	0	13	15	0	2	0	1	0	0	0	0	12	0	0	0
Otu94657	0	22	0	0	0	0	0	0	0	0	0	0	15	0	16	14	0	0	16	7	0	0	0	17	0	0	0	46	8	0	0	0
Otu2479	0	29	0	78	0	0	0	0	0	0	0	0	1	2	4	0	0	0	29	0	0	0	3	3	0	0	0	4	0	1	1	1
Otu7798	0	0	0	0	0	0	0	0	0	7	0	7	0	27	0	2	3	0	2	0	0	4	2	15	31	0	0	9	5	8	25	9
Otu3358	0	0	0	6	0	0	0	0	0	0	138	3	1	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	2	0
Otu22334	0	5	0	0	0	0	0	0	0	0	11	0	1	6	4	6	0	6	2	4	0	0	27	12	0	5	0	11	6	30	8	10
Otu46365	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	1	3	8	16	0	0	0	1	20	6	12	2	53	17	4	0
Otu78626	0	5	0	0	0	0	0	0	0	14	0	2	10	13	42	2	0	0	4	15	0	16	4	6	0	3	0	1	10	3	1	2
Otu2970	0	4	0	24	0	0	0	0	0	5	1	3	11	15	0	0	9	6	3	5	0	2	1	0	3	30	4	5	8	3	8	0
Otu4345	0	0	0	0	0	101	0	0	0	0	2	6	0	0	0	0	6	0	1	6	0	0	0	0	0	1	3	0	0	5	14	5
Otu5127	0	0	0	30	0	0	0	0	0	0	0	0	1	3	1	2	0	0	1	0	2	0	79	4	3	0	10	9	3	1	1	0
Otu78623	0	1	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu42004	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	2	0	91	0	0	0	0	0	0	0	0
Otu8865	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	3	0	0	6	0	0	0	3	0	0	0	0	0	1	0	0	5
Otu11927	0	3	0	0	11	0	0	0	0	15	9	1	39	2	8	1	6	6	5	2	0	3	2	0	0	8	0	5	0	10	4	5
Otu32058	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	4	0	8	8	2	0	0	1	0	0	0	0	66	4	2	38	0
Otu41936	4	0	0	14	15	0	0	0	18	14	0	0	0	0	0	0	5	0	0	0	12	5	0	0	23	12	0	0	11	10	0	0
Otu1237	0	1	0	0	0	0	0	0	0	2	19	0	1	0	2	3	0	36	6	0	0	0	0	5	0	1	7	44	5	5	3	1
Otu6798	0	0	0	0	0	0	0	0	2	1	1	2	7	20	2	5	0	11	0	0	0	5	3	4	0	8	2	25	5	9	27	2
Otu3844	0	0	0	0	0	0	0	0	0	1	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu11936	0	0	0	93	0	0	0	0	0	0	0	0	3	1	0	0	0	26	1	2	0	0	2	0	0	0	0	4	1	0	1	5
Otu2725	0	1	0	0	0	0	0	0	1	9	10	4	12	2	10	9	0	6	0	2	0	1	0	10	9	0	8	24	2	3	12	3
Otu5069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Otu11203	12	0	0	0	2	0	0	0	0	1	2	5	0	0	0	0	2	1	0	29	43	0	0	0	7	0	1	1	0	26	6	0
Otu7793	27	4	0	23	0	0	0	0	0	0	1	5	8	3	7	5	3	0	5	3	8	0	4	9	0	2	1	4	0	2	3	9
Otu18012	45	0	0	0	0	0	0	0	19	0	6	1	0	0	0	0	0	2	1	5	0	0	0	2	16	4	4	9	2	12	5	3
